#X	Y	Z1	Z2
25	3715.5000000	3939.3275805	3491.6724195
50	3920.0000000	4934.5002411	2905.4997589
100	3373.5000000	4016.0021184	2730.9978816
250	1098.0000000	1867.1907566	328.8092434
500	404.0000000	453.8934545	354.1065455
1000	61.0000000	63.7718586	58.2281414
2000	30.5000000	47.8241161	13.1758839
4000	4.0000000	5.3859293	2.6140707
6000	8.0000000	10.7718586	5.2281414
8000	8.0000000	13.5437172	2.4562828
10000	3.5000000	4.1929646	2.8070354
