#X	Y	Z1	Z2
25	1121.0000000	1442.5355955	799.4644045
50	4102.0000000	5054.1334230	3149.8665770
100	2597.2500000	2872.0813641	2322.4186359
250	675.0000000	781.7165554	568.2834446
500	205.0000000	206.3859293	203.6140707
1000	55.0000000	55.0000000	55.0000000
2000	25.0000000	49.9467272	0.0532728
4000	6.5000000	7.1929646	5.8070354
6000	13.0000000	24.0874343	1.9125657
8000	3.5000000	4.1929646	2.8070354
10000	6.0000000	8.7718586	3.2281414
