#X	Y	Z1	Z2
25	83528.0000000	83539.0874343	83516.9125657
50	94221.5000000	96553.3260323	91889.6739677
100	68727.5000000	71942.6819255	65512.3180745
250	35821.5000000	35831.8944697	35811.1055303
500	22028.5000000	22049.9819040	22007.0180960
1000	7035.0000000	7180.5225756	6889.4774244
2000	3465.0000000	3610.5225756	3319.4774244
4000	1690.0000000	1726.0341616	1653.9658384
6000	1155.0000000	1203.5075252	1106.4924748
8000	858.0000000	858.0000000	858.0000000
10000	682.5000000	697.0522576	667.9477424
