#X	Y	Z1	Z2
25	3712.0000000	4127.7787873	3296.2212127
50	5194.5000000	5497.3255501	4891.6744499
100	5959.7500000	6117.4270588	5802.0729412
250	1835.0000000	2318.6893226	1351.3106774
500	916.0000000	924.3155757	907.6844243
1000	82.0000000	129.1215959	34.8784041
2000	18.5000000	27.5085404	9.4914596
4000	4.5000000	6.5788939	2.4211061
6000	0.5000000	1.1929646	-0.1929646
8000	3.0000000	3.0000000	3.0000000
10000	0.0000000	0.0000000	0.0000000
